,home_overall_rating,away_overall_rating,home_team_wins,home_team_draws,home_team_defeats,home_team_goals_diff,away_team_wins,away_team_draws,away_team_defeats,away_team_goals_diff,home_team_wins_against_eachother,home_team_goals_diff_agains_eachother,draws_against_eachother,away_team_wins_against_eachother,away_team_goals_diff_agains_eachother,bet_statistics_home,bet_statistics_draw,bet_statistics_away,Home_Win,Draw,Away_Win
0,738.0,684.0,1,1,3,-4,1,2,2,0,1,0,0,1,0,14.36,31.75,45.8,0,0,1
0,759.0,694.0,3,1,1,5,0,0,3,-10,0,0,0,0,0,10.729999999999999,49.8,105.5,1,0,0
0,634.0,707.0,2,0,3,-2,1,2,2,-1,0,-4,0,2,4,18.650000000000002,29.25,28.63,0,0,1
0,739.0,772.0,0,3,0,0,2,1,2,-1,0,0,0,0,0,22.680000000000003,29.2,22.48,0,1,0
0,814.0,735.0,2,3,0,4,2,1,2,0,0,-1,1,1,1,12.49,36.86,64.75,1,0,0
0,758.0,800.0,1,2,2,-4,3,0,2,6,0,-2,1,1,2,27.36,29.349999999999998,19.100000000000005,0,0,1
0,775.0,699.0,3,0,2,1,2,1,2,1,1,-1,0,1,1,10.519999999999998,52.5,114.0,0,1,0
0,769.0,654.0,2,2,1,2,2,2,1,1,1,3,0,1,-3,13.14,33.65,58.4,1,0,0
0,654.0,730.0,2,2,1,-2,0,1,4,-7,1,0,0,1,0,19.050000000000004,29.75,27.55,0,0,1
0,699.0,684.0,0,0,4,-11,2,1,2,2,0,0,0,0,0,21.46,29.650000000000002,23.65,0,0,1
0,729.0,699.0,2,3,0,2,1,2,2,-3,0,-1,1,1,1,14.010000000000002,32.5,49.6,1,0,0
0,725.0,737.0,1,2,2,0,0,4,0,0,0,0,0,0,0,15.209999999999999,31.349999999999998,40.05,0,1,0
0,800.0,646.0,4,0,1,11,1,0,4,-4,2,5,0,0,-5,10.649999999999999,51.65,110.0,1,0,0
0,769.0,778.0,3,1,1,6,3,1,1,3,1,1,1,0,-1,20.999999999999996,29.35,24.52,0,1,0
0,743.0,765.0,2,1,2,-1,1,1,3,-6,1,0,0,1,0,19.05,29.7,27.55,1,0,0
0,773.0,822.0,1,2,2,-2,3,2,0,6,0,-3,0,2,3,36.06,30.599999999999998,16.11,0,0,1
0,707.0,796.0,2,2,1,1,3,1,1,5,0,-2,1,1,2,51.65,32.800000000000004,13.790000000000003,0,0,1
0,826.0,662.0,3,2,0,5,1,2,2,-4,0,-1,1,1,1,10.79,50.65,105.0,1,0,0
0,776.0,771.0,1,1,3,-6,0,2,3,-5,2,2,0,0,-2,17.669999999999998,29.85,31.400000000000002,0,0,1
0,808.0,744.0,3,2,0,4,3,2,0,4,0,-3,1,1,3,13.61,33.45,53.75,1,0,0
0,718.0,810.0,2,1,2,2,4,0,1,10,1,0,0,1,0,53.4,33.4,13.62,1,0,0
0,822.0,776.0,3,1,1,7,3,1,1,2,2,6,0,0,-6,11.750000000000002,41.16,76.9,1,0,0
0,751.0,744.0,1,1,3,-4,1,2,2,0,0,-2,1,1,2,19.4,29.7,27.15,0,1,0
0,720.0,779.0,1,0,4,-2,3,2,0,7,1,1,1,0,-1,41.53,30.749999999999996,15.309999999999999,0,0,1
0,715.0,701.0,1,1,3,-5,0,0,5,-13,0,0,0,0,0,14.52,31.55,46.65,1,0,0
0,730.0,722.0,0,5,0,0,2,1,2,-2,0,0,0,0,0,18.450000000000003,29.7,29.4,1,0,0
0,659.0,762.0,0,0,5,-5,1,2,2,-2,1,3,1,0,-3,24.85,29.25,20.89,1,0,0
0,751.0,709.0,1,2,2,-2,0,0,5,-13,0,0,0,0,0,13.2,33.9,57.3,1,0,0
0,660.0,767.0,1,1,3,-7,2,1,2,-5,0,-4,0,2,4,22.17,29.3,22.85,1,0,0
0,823.0,748.0,4,0,1,10,1,2,2,0,2,2,0,0,-2,11.88,39.85,75.5,0,0,1
0,727.0,713.0,1,1,3,-4,2,1,2,-2,1,0,0,1,0,17.54,29.450000000000003,31.5,0,1,0
0,784.0,809.0,1,0,4,-7,3,2,0,3,0,-6,1,1,6,26.76,29.55,19.45,0,0,1
0,774.0,823.0,3,2,0,6,4,1,0,8,1,0,0,1,0,23.270000000000003,29.099999999999998,22.02,0,0,1
0,706.0,744.0,3,1,1,4,3,1,1,3,0,-2,1,1,2,19.009999999999998,26.15,21.37,0,0,1
0,732.0,817.0,1,4,0,1,3,1,1,11,0,0,0,0,0,58.45,35.05,13.059999999999999,0,0,1
0,823.0,719.0,5,0,0,10,1,0,4,-3,2,5,0,0,-5,10.34,56.0,117.5,1,0,0
0,809.0,727.0,4,1,0,5,1,3,1,-3,0,0,0,0,0,11.54,42.53,79.5,1,0,0
0,709.0,660.0,0,0,5,-12,2,0,3,-5,0,0,0,0,0,24.12,29.400000000000002,21.080000000000002,1,0,0
0,753.0,807.0,3,1,1,3,3,0,2,7,0,-3,0,2,3,27.98,29.8,18.700000000000003,1,0,0
0,822.0,697.0,3,1,1,12,3,0,2,3,1,3,1,0,-3,10.719999999999999,49.9,102.0,1,0,0
0,715.0,776.0,2,2,1,0,1,0,4,-6,1,-1,0,1,1,21.74,29.200000000000003,23.450000000000003,0,0,1
0,743.0,660.0,2,2,1,3,1,1,3,-4,0,0,2,0,0,14.469999999999999,31.5,45.65,0,0,1
0,781.0,771.0,2,0,3,-7,3,1,1,4,0,-3,0,2,3,25.759999999999994,29.75,19.85,0,0,1
0,765.0,749.0,1,1,3,-3,2,1,2,0,1,3,0,1,-3,16.849999999999998,30.1,32.949999999999996,1,0,0
0,751.0,713.0,2,1,2,0,1,2,2,-3,0,0,2,0,0,15.16,31.65,39.83,1,0,0
0,770.0,699.0,3,1,1,5,1,0,4,-3,0,0,0,0,0,10.749999999999998,51.75,105.5,1,0,0
0,656.0,743.0,1,0,4,-4,1,3,1,-1,0,-1,1,1,1,21.509999999999994,29.35,24.05,0,1,0
0,815.0,767.0,2,0,3,0,1,0,4,-10,1,0,0,1,0,13.04,34.55,59.5,1,0,0
0,697.0,765.0,3,0,2,1,2,1,2,-1,0,-4,0,2,4,22.5,29.650000000000002,22.6,0,1,0
0,780.0,727.0,1,0,4,-5,1,2,2,-4,0,0,0,0,0,14.12,31.85,49.25,0,1,0
0,726.0,833.0,1,0,4,-9,4,1,0,16,0,-2,0,2,2,59.15,34.93,12.959999999999997,0,1,0
0,753.0,823.0,3,1,1,3,5,0,0,11,0,-6,0,2,6,36.43,29.9,16.21,0,1,0
0,728.0,806.0,2,1,2,-1,4,1,0,5,0,-3,0,2,3,45.650000000000006,32.1,14.399999999999999,0,0,1
0,729.0,801.0,4,0,1,9,4,0,1,7,0,-5,1,3,5,40.629999999999995,31.349999999999998,15.319999999999999,0,1,0
0,747.0,714.0,3,1,1,3,0,0,5,-11,4,6,0,0,-6,12.290000000000001,29.7,44.75,1,0,0
0,746.0,716.0,1,1,3,-6,2,0,3,-8,0,-2,1,1,2,16.909999999999997,30.55,33.05,1,0,0
0,754.0,823.0,1,2,2,-3,2,3,0,3,1,0,2,1,0,37.85,31.249999999999996,15.790000000000001,0,0,1
0,713.0,707.0,1,3,1,0,0,0,0,0,0,0,0,0,0,15.459999999999997,31.0,40.58,1,0,0
0,724.0,717.0,1,2,2,-3,2,0,3,2,1,-2,1,2,2,17.11,30.4,32.4,1,0,0
0,774.0,775.0,2,2,1,5,1,2,2,-1,1,3,3,0,-3,15.36,31.399999999999995,40.0,1,0,0
0,768.0,764.0,1,3,1,-1,3,2,0,6,1,-1,1,2,1,32.4,30.599999999999998,17.11,0,1,0
0,756.0,810.0,2,1,2,1,5,0,0,17,1,-5,0,3,5,45.150000000000006,33.0,14.46,0,1,0
0,751.0,748.0,3,1,1,2,3,2,0,5,3,3,0,1,-3,22.509999999999998,29.7,23.12,0,0,1
0,672.0,767.0,1,0,4,-3,3,1,1,2,0,-4,2,2,4,24.55,29.949999999999996,21.13,1,0,0
0,718.0,746.0,1,3,1,0,1,1,3,-2,1,1,1,0,-1,18.900000000000002,30.15,28.430000000000003,0,1,0
0,759.0,661.0,1,2,2,-1,1,0,4,-5,0,-2,1,1,2,12.83,37.51,60.4,1,0,0
0,828.0,765.0,3,2,0,7,0,1,4,-7,2,2,1,1,-2,12.069999999999999,39.83,73.5,1,0,0
0,746.0,773.0,1,2,2,-2,2,1,2,0,1,1,2,1,-1,25.11,29.7,20.89,0,0,1
0,800.0,723.0,3,2,0,4,3,2,0,4,4,5,0,0,-5,11.700000000000001,42.25,83.25,1,0,0
0,704.0,843.0,1,0,4,-5,3,1,1,5,0,0,0,0,0,105.0,54.25,10.799999999999999,0,1,0
0,789.0,713.0,4,0,1,3,0,1,4,-7,4,9,0,0,-9,10.659999999999998,54.5,116.5,1,0,0
0,748.0,672.0,3,2,0,5,2,0,3,0,3,6,1,0,-6,13.93,34.25,48.449999999999996,0,1,0
0,745.0,755.0,1,2,2,-1,2,1,2,-1,2,4,1,1,-4,17.95,30.7,30.9,1,0,0
0,718.0,805.0,0,1,4,-8,3,2,0,4,0,-7,0,4,7,80.0,43.95,11.510000000000002,0,0,1
0,767.0,723.0,2,1,2,0,3,1,1,3,3,6,1,0,-6,14.13,32.7,48.1,1,0,0
0,765.0,731.0,0,1,4,-15,1,0,4,-6,1,1,1,0,-1,14.15,32.45,48.65,1,0,0
0,742.0,828.0,1,2,2,-4,3,2,0,15,0,-3,2,2,3,74.85,40.900000000000006,11.85,0,0,1
0,837.0,762.0,2,2,1,3,1,2,2,0,2,2,0,2,-2,11.08,47.5,96.5,1,0,0
0,717.0,789.0,1,3,1,0,5,0,0,7,0,-4,0,2,4,36.95,30.95,16.07,1,0,0
0,785.0,705.0,3,1,1,4,0,1,4,-6,0,0,0,0,0,12.35,37.68,68.25,1,0,0
0,759.0,719.0,2,0,3,-4,1,3,1,0,1,1,0,1,-1,16.07,31.2,37.03,1,0,0
0,828.0,797.0,4,1,0,17,4,1,0,6,0,0,4,0,0,16.05,30.699999999999996,38.75999999999999,0,0,1
0,657.0,767.0,1,0,4,-8,2,1,2,0,0,-1,1,1,1,34.65,30.699999999999996,16.53,0,0,1
0,705.0,762.0,0,1,4,-6,1,2,2,-1,0,0,0,0,0,28.8,30.400000000000002,18.6,0,0,1
0,745.0,837.0,2,1,2,2,2,2,1,4,0,-9,1,3,9,69.0,39.76,12.2,0,0,1
0,751.0,718.0,3,2,0,5,0,1,4,-8,2,1,0,2,-1,11.33,46.3,86.5,0,1,0
0,789.0,765.0,4,0,1,5,1,1,3,-11,2,2,2,0,-2,14.110000000000001,33.2,49.0,1,0,0
0,716.0,788.0,2,1,2,-1,3,1,1,5,1,-1,1,2,1,23.15,29.900000000000002,22.249999999999996,1,0,0
0,672.0,746.0,2,1,2,1,1,1,3,-6,2,3,2,0,-3,15.95,31.449999999999996,37.25,0,1,0
0,718.0,657.0,0,2,3,-7,0,0,5,-11,1,0,0,1,0,19.8,30.0,26.63,0,0,1
0,788.0,707.0,5,0,0,7,0,1,4,-6,0,0,0,0,0,10.489999999999998,55.75,127.0,1,0,0
0,762.0,756.0,3,0,2,2,2,0,3,-3,2,2,0,2,-2,13.58,34.35,53.3,1,0,0
0,750.0,739.0,2,1,2,1,2,1,2,0,0,-3,2,2,3,14.080000000000002,33.65,48.449999999999996,1,0,0
0,717.0,672.0,1,3,1,-1,1,2,2,-2,0,-2,1,1,2,19.95,30.45,25.95,0,0,1
0,840.0,716.0,3,1,1,7,2,1,2,-1,3,7,1,0,-7,10.45,56.5,125.0,0,0,1
0,784.0,825.0,3,1,1,5,4,0,1,16,0,-7,1,3,7,37.400000000000006,31.849999999999998,15.84,0,0,1
0,746.0,792.0,0,2,3,-8,4,0,1,5,2,-1,1,1,1,34.85,31.05,16.46,0,1,0
0,773.0,756.0,1,1,3,-9,3,2,0,5,3,9,0,1,-9,19.650000000000002,30.150000000000002,26.830000000000002,0,1,0
0,739.0,763.0,2,1,2,0,4,0,1,5,1,-4,1,2,4,22.13,30.299999999999997,23.21,1,0,0
0,833.0,707.0,4,0,1,14,0,1,4,-6,0,0,0,0,0,10.05,67.0,153.0,1,0,0
0,758.0,800.0,1,0,4,-6,5,0,0,6,0,-8,0,4,8,48.650000000000006,33.75,14.000000000000002,1,0,0
0,718.0,720.0,0,1,4,-13,2,1,2,-2,0,-1,1,1,1,22.7,29.900000000000002,22.67,0,0,1
0,756.0,775.0,1,3,1,-1,3,0,2,7,1,-1,1,2,1,19.75,29.499999999999996,26.779999999999998,0,1,0
0,738.0,716.0,2,2,1,3,3,0,2,0,1,-2,2,1,2,18.15,30.15,30.049999999999997,0,1,0
0,728.0,743.0,1,0,4,-5,0,2,3,-8,1,0,0,1,0,19.95,29.75,26.64,0,0,1
0,773.0,759.0,1,1,3,-9,3,0,2,2,2,4,1,1,-4,19.05,30.6,27.67,0,1,0
0,787.0,834.0,3,1,1,4,3,1,1,7,1,-1,1,2,1,32.7,30.849999999999998,17.11,1,0,0
0,750.0,673.0,1,2,2,-1,2,1,2,2,2,0,1,1,0,17.91,30.599999999999998,30.549999999999997,1,0,0
0,709.0,736.0,1,2,2,-4,2,3,0,4,0,-2,1,1,2,25.389999999999997,30.049999999999997,20.73,1,0,0
0,705.0,725.0,0,1,4,-7,1,0,4,-8,0,0,0,0,0,17.81,30.349999999999998,30.950000000000003,1,0,0
0,800.0,788.0,4,0,1,4,3,1,1,5,2,0,0,2,0,15.11,32.25,41.879999999999995,0,0,1
0,781.0,675.0,2,1,2,3,2,3,0,4,2,0,1,1,0,15.82,31.4,38.38,1,0,0
0,844.0,827.0,2,1,2,2,4,0,1,14,2,1,0,2,-1,20.38,29.9,25.939999999999998,0,1,0
0,757.0,770.0,3,0,2,1,1,2,2,-8,1,-1,1,2,1,16.43,31.35,35.45,1,0,0
0,716.0,754.0,2,1,2,-1,2,0,3,-2,1,0,1,2,0,17.06,31.299999999999997,32.85,1,0,0
0,757.0,723.0,3,1,1,3,0,1,4,-10,3,3,0,1,-3,11.5,44.2,85.75,1,0,0
0,762.0,827.0,2,0,3,-4,3,1,1,4,2,0,1,1,0,55.6,36.0,13.32,1,0,0
0,713.0,705.0,0,1,4,-11,1,0,4,-6,0,0,0,0,0,21.679999999999996,30.0,23.880000000000003,0,1,0
0,753.0,757.0,0,4,1,-2,4,0,1,4,0,-6,1,3,6,20.53,30.2,25.36,1,0,0
0,787.0,759.0,3,1,1,3,3,1,1,6,3,7,1,0,-7,14.59,33.2,44.03,0,1,0
0,737.0,787.0,1,3,1,-1,3,0,2,2,0,-2,2,2,2,43.25,33.15,14.719999999999999,0,0,1
0,768.0,716.0,1,2,2,0,3,1,1,3,3,5,1,0,-5,17.39,31.549999999999997,31.3,1,0,0
0,707.0,826.0,1,0,4,-7,2,1,2,2,0,-11,0,2,11,68.0,40.650000000000006,12.18,0,0,1
0,745.0,784.0,2,0,3,0,2,1,2,4,1,0,2,1,0,20.68,30.25,25.130000000000003,1,0,0
0,717.0,737.0,3,0,2,-1,2,2,1,4,1,1,1,0,-1,20.1,30.25,26.16,0,1,0
0,761.0,738.0,3,0,2,1,2,3,0,6,2,1,0,2,-1,14.129999999999999,33.95,48.65,1,0,0
0,828.0,723.0,2,1,2,0,2,0,3,-2,4,11,0,0,-11,10.53,56.0,114.5,1,0,0
0,779.0,759.0,1,1,3,1,3,2,0,8,1,-3,0,3,3,17.81,30.5,30.75,1,0,0
0,802.0,711.0,3,0,2,2,2,1,2,-2,1,3,1,0,-3,11.07,48.95,90.5,1,0,0
0,705.0,760.0,1,1,3,-3,3,0,2,1,0,0,0,0,0,22.349999999999998,29.799999999999997,22.92,0,0,1
0,712.0,756.0,1,1,3,-4,1,3,1,-1,0,-2,1,1,2,29.799999999999997,30.4,18.21,0,0,1
0,822.0,735.0,2,1,2,2,1,2,2,-3,4,10,0,0,-10,10.769999999999998,52.75,102.0,0,1,0
0,715.0,763.0,0,2,3,-9,1,2,2,-2,1,-1,1,2,1,36.26,31.9,16.01,0,1,0
0,710.0,792.0,3,1,1,4,3,2,0,4,2,-2,0,2,2,24.02,30.049999999999997,21.38,0,0,1
0,745.0,715.0,2,0,3,-2,1,0,4,-6,1,-1,0,2,1,12.82,38.080000000000005,61.75,0,1,0
0,735.0,706.0,1,2,2,-3,0,2,3,-9,3,4,2,0,-4,12.41,39.480000000000004,64.65,1,0,0
0,711.0,824.0,2,1,2,-2,3,1,1,4,0,-12,0,3,12,67.75,40.73,12.200000000000001,0,1,0
0,753.0,715.0,1,3,1,-1,2,1,2,1,3,5,2,0,-5,16.14,31.349999999999998,36.74,0,1,0
0,762.0,779.0,3,0,2,1,2,1,2,3,0,-6,2,3,6,20.599999999999998,29.9,25.659999999999997,1,0,0
0,751.0,823.0,2,2,1,3,1,2,2,-1,1,-10,0,4,10,49.5,35.45,13.73,0,0,1
0,763.0,791.0,3,0,2,2,3,2,0,5,1,-5,1,3,5,20.63,29.749999999999996,25.6,1,0,0
0,745.0,796.0,2,2,1,5,3,0,2,3,0,-10,2,3,10,30.049999999999997,30.35,18.23,1,0,0
0,771.0,705.0,1,3,1,-1,1,1,3,-4,0,-1,0,1,1,13.18,36.13,58.0,1,0,0
0,793.0,745.0,2,0,3,-2,2,1,2,-1,4,7,1,0,-7,11.610000000000001,42.83,81.0,1,0,0
0,701.0,760.0,1,1,3,-4,3,0,2,3,0,-2,0,1,2,34.7,31.45,16.38,0,1,0
0,718.0,697.0,1,2,2,0,0,2,3,-8,2,4,2,1,-4,11.959999999999999,41.08,75.25,1,0,0
0,742.0,682.0,2,2,1,8,2,2,1,1,1,-1,0,2,1,12.3,40.2,66.5,1,0,0
0,749.0,741.0,4,0,1,4,2,1,2,2,3,9,2,0,-9,16.0,31.099999999999998,37.39,0,1,0
0,816.0,765.0,2,2,1,1,2,2,1,0,3,7,2,0,-7,11.309999999999999,45.75,87.25,1,0,0
0,719.0,775.0,0,1,4,-11,2,1,2,2,0,-2,1,2,2,33.63,30.9,16.779999999999998,0,0,1
0,783.0,735.0,3,1,1,3,1,2,2,-4,3,2,1,1,-2,12.690000000000001,37.23,62.65,0,1,0
0,828.0,756.0,2,2,1,3,2,2,1,3,2,3,2,1,-3,11.57,43.879999999999995,83.25,1,0,0
0,817.0,713.0,2,3,0,4,2,2,1,3,2,6,0,0,-6,10.44,57.1,120.0,1,0,0
0,722.0,747.0,2,0,3,-7,3,1,1,4,1,0,0,1,0,24.03,29.5,21.65,1,0,0
0,807.0,701.0,4,1,0,16,1,2,2,-4,3,8,0,1,-8,10.41,57.5,124.0,1,0,0
0,763.0,760.0,2,3,0,4,2,2,1,4,3,5,0,1,-5,14.379999999999999,32.3,46.35,0,1,0
0,801.0,750.0,3,1,1,5,0,2,3,-8,3,10,1,0,-10,13.47,34.150000000000006,54.75,0,1,0
0,775.0,764.0,1,2,2,-1,1,3,1,-1,2,4,2,0,-4,15.38,31.5,40.309999999999995,1,0,0
0,708.0,771.0,0,0,1,-3,3,1,1,7,0,0,0,0,0,62.0,36.15,12.819999999999999,1,0,0
0,717.0,750.0,0,0,5,-13,2,1,2,-3,0,-2,2,2,2,23.330000000000002,29.349999999999998,22.3,0,0,1
0,706.0,729.0,2,0,3,1,3,1,1,5,0,-3,2,2,3,20.689999999999998,29.4,25.65,0,0,1
0,718.0,759.0,2,1,2,1,3,1,1,12,1,-3,2,2,3,21.58,30.500000000000004,23.700000000000003,1,0,0
0,736.0,742.0,1,2,2,-4,3,1,1,3,1,-1,2,2,1,16.310000000000002,32.25,34.699999999999996,0,1,0
0,708.0,751.0,0,2,3,-4,1,2,2,-2,1,-1,2,2,1,28.5,30.349999999999998,18.8,1,0,0
0,745.0,788.0,1,1,3,-9,2,2,1,1,1,-5,0,4,5,28.12,30.55,18.75,0,1,0
0,695.0,711.0,2,1,2,-2,1,2,2,-5,1,0,1,1,0,14.01,34.65,47.25,0,0,1
0,756.0,704.0,2,2,1,3,1,2,2,-2,1,1,0,0,-1,12.2,40.33,68.75,1,0,0
0,775.0,816.0,2,1,2,-1,3,2,0,5,2,-3,1,2,3,34.35,31.6,16.52,1,0,0
0,764.0,793.0,3,1,1,6,3,0,2,4,0,-10,1,4,10,24.9,30.25,20.9,0,0,1
0,724.0,827.0,0,1,4,-8,2,2,1,3,0,-5,1,2,5,86.75,45.2,11.41,0,0,1
0,675.0,745.0,1,3,1,0,1,2,2,-7,0,-5,2,3,5,15.88,32.3,37.230000000000004,0,1,0
0,711.0,785.0,1,2,2,-5,3,0,2,2,0,-5,1,2,5,26.880000000000003,29.9,19.85,0,1,0
0,730.0,756.0,0,2,3,-5,3,1,1,6,2,-5,0,3,5,25.96,29.949999999999996,20.38,1,0,0
0,783.0,713.0,1,3,1,0,0,1,4,-10,2,3,1,0,-3,10.840000000000002,52.0,106.0,1,0,0
0,830.0,703.0,3,1,1,6,1,2,2,-2,5,10,0,0,-10,9.75,79.0,175.0,1,0,0
0,753.0,810.0,3,2,0,6,3,1,1,2,0,-15,1,4,15,48.2,33.900000000000006,14.18,0,0,1
0,759.0,767.0,2,1,2,5,2,1,2,3,2,-2,0,3,2,17.31,31.0,32.099999999999994,0,0,1
0,703.0,717.0,0,2,3,-6,2,1,2,0,0,-1,0,1,1,25.93,30.2,20.249999999999996,0,0,1
0,806.0,761.0,4,0,1,6,2,1,2,-1,2,2,2,1,-2,11.600000000000001,44.0,81.75,1,0,0
0,818.0,710.0,3,1,1,3,1,2,2,-5,3,14,0,0,-14,10.24,61.0,138.5,1,0,0
0,690.0,739.0,2,0,3,2,1,4,0,2,2,1,2,1,-1,14.29,34.699999999999996,44.25,0,1,0
0,649.0,749.0,0,1,4,-13,2,2,1,1,0,-4,1,2,4,25.209999999999997,30.950000000000003,20.35,1,0,0
0,827.0,717.0,4,1,0,9,3,1,1,5,4,14,1,0,-14,11.079999999999998,50.2,93.0,0,0,1
0,702.0,787.0,0,1,4,-10,2,2,1,5,0,0,1,0,0,49.5,35.68,13.700000000000001,1,0,0
0,770.0,697.0,3,1,1,7,1,1,3,-3,2,3,1,2,-3,10.920000000000002,50.5,102.0,1,0,0
0,768.0,790.0,3,1,1,3,4,0,1,5,1,-2,2,2,2,26.549999999999997,30.499999999999996,19.75,0,1,0
0,730.0,761.0,1,1,3,-2,1,1,3,-3,0,-5,3,2,5,20.150000000000002,30.3,25.94,0,1,0
0,748.0,748.0,0,3,2,-8,2,1,2,2,2,-2,0,3,2,19.85,30.25,26.5,1,0,0
0,768.0,830.0,1,2,2,2,3,1,1,5,1,-2,2,2,2,25.56,29.400000000000002,20.79,0,0,1
0,712.0,751.0,1,0,4,-9,2,2,1,2,0,-10,0,5,10,43.95,32.900000000000006,14.739999999999998,0,1,0
0,761.0,734.0,1,1,3,-3,1,3,1,-4,2,3,2,1,-3,15.059999999999999,32.35,41.85,1,0,0
0,720.0,644.0,4,1,0,8,1,0,4,-10,1,1,2,0,-1,12.04,40.78,71.75,1,0,0
0,818.0,730.0,3,1,1,3,1,2,2,1,5,8,0,0,-8,11.29,46.75,90.0,1,0,0
0,743.0,676.0,1,2,2,-4,2,1,2,3,2,0,1,2,0,24.029999999999998,29.65,21.809999999999995,0,0,1
0,710.0,755.0,1,2,2,-5,3,1,1,10,0,-5,0,3,5,28.01,30.500000000000004,18.900000000000002,0,1,0
0,756.0,822.0,2,0,3,1,4,0,1,5,0,-9,1,4,9,40.010000000000005,32.4,15.33,0,1,0
0,739.0,703.0,1,4,0,2,1,1,3,-8,0,-2,0,1,2,12.959999999999999,37.44,58.15,1,0,0
0,774.0,745.0,2,3,0,4,1,2,2,-5,1,-1,2,2,1,13.41,35.75,54.25,0,1,0
0,820.0,748.0,4,0,1,9,0,2,3,-8,1,-2,1,3,2,10.41,60.25,126.0,1,0,0
0,674.0,761.0,2,1,2,1,1,2,2,0,0,-7,2,3,7,21.139999999999997,29.75,24.729999999999997,0,0,1
0,712.0,706.0,1,1,3,-8,1,1,3,-7,0,0,1,0,0,15.39,32.3,39.25,1,0,0
0,814.0,745.0,4,1,0,8,1,4,0,2,3,4,2,0,-4,11.700000000000001,43.7,80.25,0,1,0
0,820.0,714.0,3,1,1,4,1,0,4,-9,3,13,0,0,-13,10.02,68.25,161.5,1,0,0
0,725.0,709.0,1,2,2,1,1,2,2,-5,0,-1,2,1,1,15.760000000000002,31.549999999999997,38.48,1,0,0
0,717.0,761.0,5,0,0,11,1,1,3,-3,0,-6,1,4,6,17.14,31.0,32.5,0,1,0
0,764.0,691.0,2,2,1,8,1,1,3,-3,3,5,1,1,-5,14.829999999999998,33.2,42.01,0,0,1
0,643.0,718.0,1,0,4,-9,2,0,3,-4,0,-1,0,1,1,20.48,30.299999999999997,25.12,1,0,0
0,754.0,743.0,0,1,4,-11,4,1,0,10,2,-3,1,2,3,23.4,29.849999999999998,22.229999999999997,1,0,0
0,732.0,735.0,1,3,1,0,2,1,2,3,1,-2,1,3,2,16.21,31.4,36.5,1,0,0
0,697.0,755.0,1,1,3,-10,1,1,3,-5,1,-8,0,4,8,41.61,33.45,14.889999999999999,1,0,0
0,701.0,720.0,2,1,2,2,1,2,2,-3,1,0,1,1,0,13.82,34.25,50.35,0,1,0
0,746.0,781.0,1,2,2,-1,2,1,2,5,2,-1,1,2,1,19.3,30.15,27.75,1,0,0
0,766.0,829.0,2,1,2,2,3,2,0,3,3,1,0,2,-1,22.53,29.2,23.610000000000003,1,0,0
0,830.0,823.0,4,0,1,10,3,1,1,3,2,-1,1,2,1,17.62,30.699999999999996,31.699999999999996,0,1,0
0,746.0,788.0,1,4,0,2,1,4,0,3,1,-4,1,3,4,21.880000000000003,29.25,24.270000000000003,0,1,0
0,705.0,701.0,0,3,2,-4,1,1,3,-10,2,2,1,0,-2,13.389999999999999,36.53,52.0,1,0,0
0,718.0,826.0,2,0,3,-2,3,1,1,7,0,-2,0,1,2,83.25,44.25,11.59,0,0,1
0,811.0,753.0,2,2,1,1,1,0,4,-10,4,7,0,1,-7,11.55,44.5,80.75,1,0,0
0,743.0,647.0,2,1,2,-1,2,0,3,-5,2,4,0,1,-4,13.930000000000001,34.8,47.4,1,0,0
0,752.0,751.0,3,1,1,7,1,4,0,2,1,2,3,1,-2,15.55,32.15,38.71,1,0,0
0,760.0,747.0,1,1,3,-4,2,2,1,4,1,-4,2,2,4,17.05,31.6,32.15,0,0,1
0,789.0,767.0,0,5,0,0,1,2,2,-1,2,1,2,1,-1,16.39,31.599999999999998,35.21,0,1,0
0,769.0,742.0,2,1,2,2,2,2,1,5,2,1,1,2,-1,14.21,35.05,45.08,0,0,1
0,817.0,771.0,3,2,0,6,3,0,2,3,2,-1,1,2,1,14.43,34.2,45.1,1,0,0
0,749.0,812.0,1,3,1,-2,3,1,1,7,1,-8,1,3,8,45.0,34.3,14.280000000000001,0,1,0
0,768.0,763.0,1,3,1,2,2,0,3,-6,1,-6,0,4,6,22.560000000000002,29.07,23.66,0,0,1
0,806.0,642.0,2,2,1,2,2,0,3,-2,3,4,0,0,-4,10.21,63.0,129.0,1,0,0
0,743.0,760.0,2,1,2,-2,1,1,3,-2,2,0,0,3,0,21.929999999999996,29.900000000000002,23.750000000000004,0,1,0
0,742.0,718.0,3,1,1,8,2,0,3,1,0,-1,0,1,1,12.420000000000002,39.519999999999996,65.5,1,0,0
0,779.0,773.0,0,5,0,0,1,1,3,-4,0,-4,2,3,4,15.25,32.65,39.45,1,0,0
0,745.0,758.0,3,2,0,6,1,0,4,-9,3,3,1,1,-3,13.33,35.980000000000004,53.75,1,0,0
0,696.0,757.0,1,2,2,-3,3,1,1,7,1,1,1,1,-1,25.75,30.249999999999996,20.3,1,0,0
0,706.0,802.0,1,1,3,-10,3,2,0,7,1,-14,0,4,14,92.75,50.25,11.01,0,0,1
0,763.0,747.0,3,0,2,-4,2,1,2,-2,1,1,2,2,-1,12.209999999999999,39.99,67.0,1,0,0
