,home_overall_rating,away_overall_rating,home_team_wins,home_team_draws,home_team_defeats,home_team_goals_diff,away_team_wins,away_team_draws,away_team_defeats,away_team_goals_diff,home_team_wins_against_eachother,home_team_goals_diff_agains_eachother,draws_against_eachother,away_team_wins_against_eachother,away_team_goals_diff_agains_eachother,bet_statistics_home,bet_statistics_draw,bet_statistics_away,Home_Win,Draw,Away_Win
0,786.0,787.0,2,1,2,0,2,2,1,0,0,0,2,0,0,19.6,25.23,24.09,1,0,0
0,764.0,799.0,1,1,3,-2,3,1,1,7,0,-3,2,2,3,26.490000000000002,25.9,17.94,1,0,0
0,777.0,768.0,1,0,4,-5,2,0,3,-1,1,-5,2,2,5,15.67,26.45,32.94,1,0,0
0,845.0,822.0,3,1,1,3,3,1,1,4,2,1,2,1,-1,19.82,25.17,23.950000000000003,0,0,1
0,768.0,798.0,2,2,1,-1,1,2,2,-4,1,-2,1,3,2,16.650000000000002,26.03,29.330000000000002,0,1,0
0,905.0,728.0,3,2,0,5,1,0,2,-1,0,0,0,0,0,9.419999999999998,53.51,135.2,1,0,0
0,765.0,688.0,3,1,1,2,2,0,3,0,0,0,0,0,0,17.68,25.32,27.68,0,1,0
0,795.0,825.0,2,1,2,-1,2,2,1,1,1,-3,1,3,3,22.19,24.8,21.25,0,1,0
0,825.0,814.0,3,1,1,3,2,1,2,-1,1,-2,2,2,2,16.119999999999997,26.15,31.4,1,0,0
0,757.0,752.0,0,2,3,-4,0,3,2,-3,1,-2,1,2,2,16.04,26.080000000000002,31.79,0,1,0
0,754.0,762.0,0,3,2,-3,1,1,3,-3,1,1,2,1,-1,21.0,24.990000000000002,22.49,0,0,1
0,815.0,869.0,2,1,2,-1,3,2,0,5,1,0,3,1,0,34.239999999999995,26.22,15.43,0,0,1
0,728.0,788.0,1,0,3,-3,2,1,2,0,0,0,0,0,0,16.52,26.48,29.47,0,1,0
0,825.0,786.0,2,2,1,1,2,2,1,-1,2,1,2,1,-1,13.74,27.64,42.72,0,0,1
0,811.0,825.0,3,0,2,6,2,1,2,-1,2,2,2,1,-2,14.92,27.76,34.94,0,1,0
0,817.0,789.0,3,1,1,4,2,0,3,-3,2,3,2,1,-3,11.1,36.67,66.22,1,0,0
0,782.0,773.0,1,2,2,-4,2,2,1,1,1,0,0,1,0,14.68,27.060000000000002,37.08,0,1,0
0,761.0,753.0,2,1,2,1,0,3,2,-3,0,-1,1,1,1,15.37,26.66,33.69,1,0,0
0,784.0,842.0,1,2,2,-2,3,1,1,4,1,-1,2,2,1,23.02,24.61,20.71,0,1,0
0,757.0,829.0,2,0,3,0,3,1,1,2,0,-3,2,3,3,25.85,25.3,18.560000000000002,0,0,1
0,796.0,847.0,2,1,2,0,3,1,1,4,0,-2,0,2,2,26.16,25.48,18.23,0,1,0
0,764.0,796.0,2,1,2,-1,1,3,1,-2,2,2,1,1,-2,17.74,25.89,26.75,0,1,0
0,781.0,810.0,2,0,3,-2,1,1,3,-4,1,-1,2,2,1,20.85,24.9,22.700000000000003,0,1,0
0,829.0,754.0,2,1,2,4,2,1,2,1,1,2,0,1,-2,13.990000000000002,27.72,40.129999999999995,1,0,0
0,796.0,753.0,2,2,1,-1,1,0,4,-3,2,4,1,2,-4,14.07,27.75,39.67,1,0,0
0,900.0,842.0,3,2,0,5,4,1,0,7,0,-3,3,2,3,14.690000000000001,27.43,36.260000000000005,0,1,0
0,759.0,744.0,2,2,1,1,1,1,3,-3,0,0,0,0,0,17.07,25.22,29.26,0,1,0
0,806.0,760.0,2,2,1,1,0,3,2,-2,2,3,1,1,-3,13.870000000000001,27.759999999999998,41.629999999999995,1,0,0
0,829.0,784.0,4,0,1,4,0,3,2,-4,2,1,2,1,-1,14.35,27.36,39.010000000000005,0,0,1
0,755.0,834.0,0,2,3,-4,2,1,2,-1,0,-2,3,2,2,29.339999999999996,25.78,16.839999999999996,0,0,1
0,734.0,829.0,0,3,2,-3,2,1,2,2,1,0,2,1,0,30.509999999999998,26.060000000000002,16.4,1,0,0
0,822.0,761.0,1,2,2,-2,2,3,0,2,0,0,2,0,0,14.15,27.39,39.5,0,1,0
0,742.0,757.0,1,2,2,-1,0,1,4,-6,0,0,0,0,0,15.52,26.45,33.510000000000005,1,0,0
0,818.0,758.0,2,1,2,0,2,1,2,-1,2,4,1,1,-4,12.41,30.369999999999997,53.47,1,0,0
0,846.0,828.0,2,2,1,2,3,0,2,2,2,0,2,1,0,15.83,26.119999999999997,32.59,1,0,0
0,852.0,801.0,3,2,0,5,2,2,1,2,0,0,0,0,0,10.13,42.849999999999994,96.6,1,0,0
0,793.0,769.0,1,3,1,-2,2,2,1,2,3,6,0,2,-6,17.16,25.57,28.5,0,1,0
0,753.0,778.0,1,1,3,-3,3,2,0,7,1,1,0,1,-1,18.009999999999998,25.55,26.73,1,0,0
0,774.0,753.0,1,3,1,0,2,1,2,-1,0,-2,3,2,2,16.28,25.82,31.04,1,0,0
0,755.0,893.0,0,0,5,-10,3,2,0,5,0,-8,1,4,8,66.47,34.29,11.329999999999998,0,0,1
0,720.0,790.0,1,2,2,-2,1,4,0,1,1,-7,0,3,7,24.32,25.42,19.25,0,1,0
0,763.0,813.0,2,1,2,-2,1,2,2,-2,0,-2,2,2,2,19.79,25.0,23.96,0,1,0
0,770.0,848.0,1,1,3,-3,2,2,1,1,2,2,1,2,-2,23.049999999999997,25.560000000000002,20.07,0,0,1
0,801.0,838.0,1,1,3,-1,3,1,1,4,1,-3,2,2,3,18.630000000000003,25.42,25.4,0,1,0
0,789.0,734.0,2,2,1,4,2,2,1,4,0,0,0,0,0,15.46,26.7,33.16,1,0,0
0,862.0,790.0,4,1,0,6,2,2,1,1,5,11,0,0,-11,10.170000000000002,42.43,96.19999999999999,1,0,0
0,759.0,837.0,1,4,0,1,3,2,0,5,0,0,0,0,0,43.89,28.97,13.280000000000001,0,1,0
0,808.0,753.0,2,3,0,3,2,1,2,0,0,0,2,0,0,16.509999999999998,26.01,30.11,0,0,1
0,812.0,780.0,2,0,3,0,1,2,2,-3,2,6,0,0,-6,12.530000000000001,30.57,51.11,0,1,0
0,754.0,762.0,0,1,4,-8,0,0,5,-9,0,-5,3,2,5,18.86,25.44,25.09,1,0,0
0,786.0,785.0,1,3,1,-2,1,1,3,-3,1,-2,0,1,2,19.27,25.689999999999998,24.05,1,0,0
0,817.0,752.0,0,3,2,-3,1,1,3,-5,2,0,2,1,0,12.47,29.28,55.870000000000005,1,0,0
0,742.0,792.0,1,2,2,1,1,3,1,0,0,0,0,0,0,18.05,25.15,27.1,1,0,0
0,832.0,734.0,2,2,1,3,1,2,2,-2,4,8,0,0,-8,10.740000000000002,37.519999999999996,81.42,1,0,0
0,848.0,893.0,2,2,1,2,4,1,0,7,2,1,1,2,-1,33.66,27.15,15.11,0,0,1
0,843.0,817.0,3,2,0,5,2,1,2,1,0,-6,2,3,6,12.21,30.660000000000004,55.870000000000005,1,0,0
0,802.0,821.0,0,5,0,0,1,2,2,0,1,-3,0,4,3,18.61,25.43,25.509999999999998,1,0,0
0,758.0,757.0,3,1,1,3,2,2,1,-1,0,0,0,0,0,14.610000000000001,27.07,37.27,1,0,0
0,786.0,789.0,2,1,2,-1,3,1,1,5,0,-2,3,2,2,16.009999999999998,25.89,32.07,1,0,0
0,751.0,772.0,0,0,5,-10,0,5,0,0,2,2,0,0,-2,18.189999999999998,25.060000000000002,26.8,0,1,0
0,774.0,901.0,1,0,4,-4,3,1,1,6,1,-6,0,3,6,73.88,36.400000000000006,10.940000000000001,0,1,0
0,782.0,819.0,2,2,1,0,2,3,0,3,0,-5,1,3,5,29.979999999999997,25.89,16.659999999999997,0,1,0
0,751.0,742.0,2,0,3,2,1,1,3,-6,0,-2,1,1,2,19.07,25.380000000000003,24.92,0,0,1
0,749.0,839.0,2,1,2,-2,4,1,0,7,0,-1,1,1,1,25.78,25.0,18.909999999999997,0,0,1
0,835.0,678.0,2,2,1,2,0,0,0,0,0,0,0,0,0,12.07,32.08,55.65,0,1,0
0,788.0,801.0,2,1,2,1,2,2,1,2,2,1,2,1,-1,14.66,26.97,36.88,1,0,0
0,834.0,690.0,3,2,0,5,2,2,1,-1,2,2,2,1,-2,11.219999999999999,35.09,68.9,0,0,1
0,795.0,800.0,1,1,3,-7,2,2,1,4,2,-2,1,2,2,19.229999999999997,24.560000000000002,25.04,0,0,1
0,775.0,723.0,1,3,1,2,1,2,2,-4,0,0,0,0,0,16.19,25.78,31.71,1,0,0
0,751.0,772.0,1,0,4,-5,1,2,2,-1,2,-1,1,2,1,18.880000000000003,21.189999999999998,20.0,1,0,0
0,805.0,755.0,2,1,2,0,0,2,3,-4,2,1,1,2,-1,13.37,23.61,29.77,0,1,0
0,740.0,883.0,0,2,3,-4,1,4,0,2,0,-2,3,1,2,66.32,33.02,9.55,0,0,1
0,812.0,767.0,2,1,2,-1,1,0,4,-3,1,1,1,0,-1,11.88,24.159999999999997,39.98,0,0,1
0,766.0,835.0,1,0,4,-6,2,1,2,0,3,2,0,2,-2,21.6,21.48,17.28,0,0,1
0,839.0,789.0,5,0,0,12,2,2,1,2,2,1,2,1,-1,11.85,25.43,36.900000000000006,1,0,0
0,754.0,799.0,3,0,2,2,1,1,3,-5,0,0,0,0,0,17.169999999999998,21.76,21.349999999999998,0,1,0
0,837.0,762.0,2,1,2,0,3,0,2,3,0,-1,1,1,1,10.34,29.07,50.370000000000005,1,0,0
0,780.0,774.0,2,2,1,0,3,0,2,-4,0,0,2,0,0,11.84,23.729999999999997,41.68,0,1,0
0,769.0,773.0,3,1,1,2,0,2,3,-5,2,2,1,1,-2,14.559999999999999,22.21,27.14,0,0,1
0,832.0,797.0,3,2,0,8,2,2,1,1,2,-3,1,2,3,12.46,24.28,34.28,1,0,0
0,832.0,839.0,3,2,0,11,5,0,0,12,1,1,3,1,-1,17.7,23.14,19.799999999999997,1,0,0
0,773.0,816.0,1,1,3,-4,3,1,1,3,0,-5,0,2,5,25.950000000000003,22.7,14.63,0,0,1
0,747.0,768.0,0,3,2,-3,1,0,4,-6,2,0,2,1,0,13.940000000000001,23.09,28.48,1,0,0
0,753.0,792.0,3,0,2,3,2,3,0,2,1,-1,0,1,1,18.380000000000003,21.770000000000003,20.15,0,0,1
0,773.0,766.0,1,0,4,-3,2,1,2,0,1,0,0,1,0,15.8,21.73,24.090000000000003,0,0,1
0,883.0,781.0,2,3,0,4,2,2,1,1,3,5,2,0,-5,9.91,31.189999999999998,56.91,1,0,0
0,768.0,790.0,2,1,2,-6,1,2,2,-4,1,-2,1,2,2,18.43,21.910000000000004,19.9,1,0,0
0,808.0,828.0,1,1,3,-5,1,1,3,-4,1,0,3,1,0,18.58,21.35,20.22,1,0,0
0,829.0,760.0,2,1,2,0,3,1,1,3,0,0,0,0,0,11.45,25.45,40.92,1,0,0
0,786.0,702.0,2,2,1,2,0,1,4,-6,3,4,1,0,-4,11.19,26.21,44.85,0,0,1
0,787.0,790.0,1,2,2,-3,2,1,2,0,2,2,2,1,-2,15.45,22.5,24.060000000000002,1,0,0
0,751.0,773.0,1,0,4,-7,1,1,3,-4,0,-1,1,1,1,14.700000000000001,22.19,26.490000000000002,1,0,0
0,824.0,824.0,1,0,4,-6,2,1,2,0,3,3,1,1,-3,17.72,20.98,21.35,0,1,0
0,688.0,893.0,1,0,4,-6,3,2,0,7,0,-8,1,4,8,50.730000000000004,28.66,10.379999999999999,0,0,1
0,836.0,716.0,4,0,1,8,1,1,3,-3,2,1,1,1,-1,8.99,36.47,81.28999999999999,1,0,0
0,769.0,754.0,2,1,2,0,1,2,2,-2,0,0,0,0,0,17.46,22.06,20.84,1,0,0
0,817.0,768.0,3,1,1,4,2,1,2,-6,1,1,1,0,-1,10.24,29.61,52.69,0,1,0
0,796.0,754.0,1,1,3,-5,3,0,2,2,1,0,3,1,0,13.82,22.62,29.15,1,0,0
0,793.0,797.0,2,3,0,3,2,1,2,0,1,-1,2,1,1,14.440000000000001,21.86,27.86,0,1,0
0,750.0,817.0,3,1,1,6,4,1,0,12,1,-7,1,3,7,22.15,22.08,16.58,0,0,1
0,773.0,796.0,1,0,4,-5,2,1,2,-2,2,0,1,1,0,17.740000000000002,21.43,20.98,1,0,0
0,753.0,784.0,1,2,2,-1,2,3,0,3,1,3,1,0,-3,17.189999999999998,21.55,21.58,0,0,1
0,759.0,775.0,2,0,3,-1,2,1,2,3,2,3,1,2,-3,17.29,21.46,21.51,1,0,0
0,724.0,785.0,1,1,3,-3,2,1,2,-2,2,-1,1,1,1,24.520000000000003,22.189999999999998,15.34,0,0,1
0,824.0,769.0,4,1,0,10,2,0,3,-5,2,3,0,0,-3,10.5,28.07,51.05,1,0,0
0,776.0,834.0,2,2,1,-1,1,1,3,-5,2,-1,1,1,1,25.310000000000002,21.490000000000002,15.43,1,0,0
0,808.0,759.0,2,2,1,3,1,0,4,-3,1,-1,2,2,1,13.940000000000001,22.94,28.509999999999998,1,0,0
0,815.0,841.0,2,1,2,0,2,2,1,3,3,6,1,1,-6,16.36,21.759999999999998,22.910000000000004,0,1,0
0,782.0,761.0,1,1,3,-4,2,1,2,0,0,0,0,0,0,11.84,25.02,37.92,1,0,0
0,898.0,831.0,3,2,0,6,4,0,1,4,4,6,1,0,-6,11.69,26.27,36.69,1,0,0
0,767.0,824.0,2,0,3,-2,5,0,0,12,1,-5,0,3,5,25.71,22.91,14.62,0,1,0
0,781.0,807.0,2,0,3,-6,3,2,0,5,2,4,0,0,-4,18.46,21.189999999999998,20.34,0,0,1
0,828.0,752.0,1,2,2,1,2,0,3,-2,3,7,1,1,-7,11.95,24.39,39.36,1,0,0
0,697.0,729.0,1,0,4,-2,1,0,4,-4,3,5,1,0,-5,12.879999999999999,23.75,32.26,1,0,0
0,810.0,788.0,3,0,2,1,2,1,2,-2,1,-1,2,2,1,11.61,25.46,39.480000000000004,1,0,0
0,765.0,890.0,1,1,3,-6,4,1,0,8,0,0,0,0,0,49.49,29.220000000000002,10.41,0,0,1
0,835.0,759.0,2,3,0,4,1,1,3,-2,0,0,4,0,0,11.459999999999999,25.87,40.33,0,1,0
0,787.0,798.0,1,1,3,-5,2,0,3,-1,2,0,2,1,0,18.1,21.78,20.2,1,0,0
0,794.0,834.0,3,2,0,4,2,2,1,1,1,-4,0,3,4,19.58,20.93,19.46,0,1,0
0,763.0,777.0,1,1,3,1,3,2,0,4,2,0,0,2,0,13.919999999999998,23.32,27.81,0,1,0
0,806.0,820.0,2,1,2,-3,0,1,4,-8,2,0,1,2,0,15.64,21.58,24.75,1,0,0
0,762.0,785.0,1,2,2,-1,2,0,3,-3,1,-3,1,2,3,16.84,21.900000000000002,22.54,0,1,0
0,743.0,758.0,2,0,3,-2,2,0,3,-6,1,0,0,1,0,15.600000000000001,21.490000000000002,25.09,1,0,0
0,737.0,777.0,1,0,4,-3,1,1,3,-4,0,0,0,0,0,18.500000000000004,21.189999999999998,20.27,1,0,0
0,829.0,790.0,3,0,2,2,2,3,0,3,1,1,2,1,-1,10.89,26.91,46.93,1,0,0
0,907.0,753.0,5,0,0,9,1,1,3,1,3,5,1,1,-5,8.5,42.39,97.44,1,0,0
0,771.0,768.0,2,3,0,3,2,1,2,0,1,-2,0,3,2,15.0,22.43,25.98,1,0,0
0,809.0,843.0,3,2,0,4,2,3,0,4,2,-2,0,3,2,19.96,21.58,18.84,1,0,0
0,792.0,767.0,1,0,4,-4,1,0,4,-3,2,1,1,2,-1,12.73,23.59,33.94,0,0,1
0,829.0,829.0,2,3,0,2,4,1,0,9,1,-2,1,3,2,17.02,21.910000000000004,22.07,1,0,0
0,754.0,735.0,1,1,3,-2,2,0,3,-3,1,-2,1,2,2,16.43,21.75,22.759999999999998,0,0,1
0,766.0,749.0,1,0,4,-9,1,2,2,-1,0,0,0,0,0,18.11,22.009999999999998,20.099999999999998,1,0,0
0,836.0,900.0,0,1,4,-6,5,0,0,8,1,-3,1,3,3,39.41,24.89,11.81,0,1,0
0,767.0,830.0,2,0,3,-1,3,0,2,2,2,0,0,3,0,28.589999999999996,23.979999999999997,13.559999999999999,0,1,0
0,824.0,778.0,3,1,1,2,3,2,0,4,2,3,0,2,-3,10.42,28.86,50.769999999999996,1,0,0
0,772.0,806.0,1,0,4,-6,3,0,2,-2,0,0,0,0,0,19.1,21.439999999999998,19.35,0,1,0
0,824.0,736.0,1,3,1,0,2,0,3,1,1,-1,2,1,1,10.02,29.95,58.63,1,0,0
0,786.0,803.0,2,1,2,1,2,3,0,4,1,-5,1,3,5,21.490000000000002,21.42,17.47,0,0,1
0,788.0,795.0,2,2,1,1,1,0,4,-3,0,-2,2,2,2,15.52,21.97,24.79,0,0,1
0,758.0,799.0,1,1,3,1,4,1,0,6,3,3,1,1,-3,19.19,21.310000000000002,19.47,0,0,1
0,806.0,772.0,3,1,1,1,2,1,2,0,3,6,2,0,-6,13.09,23.97,30.84,1,0,0
0,755.0,752.0,0,2,3,-6,0,1,4,-5,1,3,3,1,-3,14.38,22.75,26.81,0,0,1
0,756.0,822.0,3,0,2,0,3,1,1,2,1,-4,2,2,4,24.11,22.53,15.470000000000002,0,0,1
0,717.0,830.0,1,0,4,-3,0,2,3,-5,0,-5,1,3,5,28.26,22.16,14.34,0,1,0
0,839.0,763.0,3,1,1,3,1,1,3,-5,0,0,0,0,0,9.899999999999999,30.959999999999997,56.5,1,0,0
0,888.0,788.0,4,1,0,5,1,2,2,-2,4,10,0,0,-10,9.08,36.85,75.9,1,0,0
0,774.0,766.0,2,2,1,2,2,0,3,0,1,1,1,0,-1,15.54,21.62,24.82,0,0,1
0,804.0,780.0,4,1,0,5,2,1,2,0,1,-3,2,2,3,14.16,22.93,27.520000000000003,0,0,1
0,830.0,768.0,2,3,0,5,1,1,3,-1,3,8,1,0,-8,10.27,28.11,55.81,1,0,0
0,793.0,833.0,2,0,3,0,1,3,1,0,1,0,3,1,0,18.88,21.89,19.439999999999998,0,0,1
0,769.0,807.0,1,1,3,-1,4,0,1,1,1,-5,0,3,5,21.020000000000003,21.560000000000002,17.87,1,0,0
0,783.0,909.0,2,0,3,0,4,1,0,5,0,-2,1,1,2,53.81,28.69,10.32,1,0,0
0,837.0,785.0,0,3,2,-3,2,0,3,-1,4,3,0,1,-3,14.41,22.03,28.11,1,0,0
0,772.0,767.0,2,1,2,0,0,1,4,-8,0,0,0,0,0,13.59,23.11,29.68,1,0,0
0,823.0,761.0,3,1,1,1,0,2,3,-6,1,-1,1,3,1,10.28,30.21,49.9,1,0,0
0,786.0,704.0,2,1,2,2,1,1,3,-2,2,-3,0,2,3,12.559999999999999,23.700000000000003,34.93,0,1,0
0,780.0,799.0,1,1,3,-3,3,1,1,1,1,0,1,2,0,15.820000000000002,21.62,24.36,1,0,0
0,767.0,816.0,1,1,3,-2,3,2,0,6,1,-4,2,2,4,23.03,21.37,16.6,0,1,0
0,780.0,751.0,2,1,2,1,3,0,2,1,1,0,2,1,0,15.389999999999999,21.939999999999998,24.95,1,0,0
0,828.0,833.0,2,2,1,2,3,1,1,4,2,2,2,1,-2,18.55,22.21,19.53,1,0,0
0,802.0,816.0,2,1,2,-1,3,1,1,2,2,-2,1,2,2,17.91,22.090000000000003,20.560000000000002,0,0,1
0,751.0,774.0,0,2,3,-8,1,1,3,-1,0,0,0,0,0,13.79,23.22,28.85,0,1,0
0,721.0,756.0,1,2,2,-1,1,2,2,-1,2,3,2,0,-3,17.34,22.310000000000002,21.150000000000002,1,0,0
0,700.0,779.0,3,1,1,3,1,1,3,-3,2,3,1,1,-3,16.41,21.8,22.95,0,0,1
0,829.0,837.0,3,1,1,5,1,2,2,0,2,2,2,1,-2,11.74,25.53,38.91,1,0,0
0,757.0,828.0,0,1,4,-7,3,1,1,3,0,0,0,0,0,25.55,22.549999999999997,14.94,0,0,1
0,909.0,783.0,3,1,1,2,2,2,1,4,2,5,3,0,-5,8.760000000000002,39.66,90.99000000000001,0,1,0
0,814.0,781.0,3,0,2,-2,2,1,2,0,3,3,0,1,-3,12.86,23.380000000000003,33.38,0,0,1
0,833.0,753.0,3,2,0,6,3,0,2,2,3,1,1,1,-1,10.58,27.380000000000003,51.870000000000005,1,0,0
0,790.0,781.0,1,0,4,-7,3,0,2,3,0,-2,1,1,2,13.620000000000001,23.39,29.14,0,1,0
0,802.0,849.0,2,2,1,1,2,2,1,3,0,-3,3,2,3,22.84,25.3,20.409999999999997,1,0,0
0,742.0,842.0,2,0,3,-3,2,2,1,2,0,-10,0,5,10,28.07,25.29,17.6,0,0,1
0,729.0,743.0,1,1,3,-5,2,1,2,0,0,0,0,0,0,22.02,24.5,22.11,0,0,1
0,768.0,714.0,3,1,1,0,2,0,3,-3,2,2,2,1,-2,14.45,26.95,39.43,0,1,0
0,832.0,790.0,2,3,0,3,1,0,4,-8,4,3,0,1,-3,12.89,29.38,48.95,0,0,1
0,746.0,775.0,0,1,0,0,1,3,1,-1,0,0,0,0,0,19.209999999999997,24.689999999999998,25.51,0,1,0
0,895.0,771.0,2,2,1,5,1,3,1,-1,4,13,0,0,-13,9.239999999999998,59.55,149.0,1,0,0
0,804.0,760.0,2,1,2,0,2,0,3,0,2,0,1,2,0,14.2,27.23,39.67,1,0,0
0,830.0,785.0,5,0,0,9,1,1,3,-3,1,4,3,0,-4,12.34,30.549999999999997,55.75,1,0,0
0,794.0,794.0,1,1,3,-2,3,0,2,3,2,4,2,1,-4,20.259999999999998,25.4,22.86,1,0,0
0,776.0,884.0,1,1,3,-1,2,2,1,1,0,-15,0,5,15,58.39,31.64,9.94,1,0,0
0,745.0,811.0,1,0,4,-5,2,0,3,-5,2,-2,1,2,2,18.830000000000002,21.900000000000002,19.630000000000003,0,1,0
0,777.0,730.0,3,1,1,4,2,2,1,2,1,1,0,0,-1,14.11,22.86,28.46,1,0,0
0,800.0,758.0,2,2,1,3,0,2,3,-8,5,10,0,0,-10,12.73,23.96,33.44,1,0,0
0,823.0,778.0,4,0,1,7,1,1,3,-5,1,-2,2,2,2,11.260000000000002,27.25,42.150000000000006,1,0,0
0,823.0,798.0,4,0,1,4,2,1,2,-4,2,0,2,1,0,12.38,24.0,37.22,0,1,0
0,783.0,831.0,1,3,1,2,3,1,1,4,1,-3,0,4,3,27.9,23.27,14.27,1,0,0
0,776.0,762.0,2,0,3,-2,0,1,4,-7,0,0,1,0,0,12.57,24.209999999999997,35.02,0,1,0
0,772.0,694.0,1,1,3,-3,2,1,2,1,0,-4,3,2,4,16.209999999999997,22.310000000000002,23.36,1,0,0
0,781.0,835.0,3,0,2,2,4,1,0,9,0,-6,3,2,6,26.02,22.419999999999998,14.84,0,0,1
0,804.0,767.0,1,2,2,-5,2,1,2,0,3,4,2,0,-4,13.530000000000001,23.25,30.0,0,0,1
0,756.0,777.0,0,1,4,-9,2,0,3,0,1,2,0,0,-2,15.66,22.52,23.6,1,0,0
0,729.0,818.0,1,2,2,-2,5,0,0,13,1,-7,0,4,7,31.639999999999997,24.15,12.950000000000001,0,0,1
0,763.0,782.0,1,1,3,-2,3,1,1,4,1,-9,0,4,9,19.28,21.49,19.380000000000003,1,0,0
0,837.0,785.0,2,1,2,1,4,1,0,8,3,4,0,0,-4,10.04,30.85,55.22,1,0,0
0,762.0,788.0,0,2,3,-5,2,2,1,3,0,-2,0,1,2,17.240000000000002,21.689999999999998,21.6,0,0,1
0,813.0,802.0,4,1,0,6,2,1,2,0,3,3,1,1,-3,11.53,25.21,42.35,1,0,0
0,900.0,744.0,1,2,2,-2,0,1,4,-6,3,4,1,1,-4,8.309999999999999,46.1,125.6,1,0,0
0,797.0,840.0,1,1,3,-7,4,1,0,7,1,0,3,1,0,20.72,21.25,18.17,0,1,0
0,785.0,772.0,1,1,3,-7,2,1,2,2,0,-4,2,3,4,13.25,23.63,30.810000000000002,0,1,0
0,687.0,794.0,2,2,1,3,1,1,3,-6,2,1,1,2,-1,18.06,21.700000000000003,20.47,0,1,0
0,744.0,777.0,0,1,4,-7,0,2,3,-8,1,-4,2,2,4,18.04,21.91,20.16,1,0,0
0,785.0,772.0,3,1,1,3,2,0,3,-1,1,-4,0,2,4,15.73,22.14,23.979999999999997,1,0,0
0,786.0,836.0,3,0,2,3,4,1,0,5,2,2,2,1,-2,19.59,21.090000000000003,19.2,0,0,1
0,826.0,679.0,5,0,0,14,0,1,4,-6,0,-1,0,1,1,9.52,33.019999999999996,65.59,1,0,0
0,789.0,794.0,3,2,0,6,2,1,2,0,0,-2,1,2,2,16.2,21.87,23.29,1,0,0
0,767.0,820.0,3,1,1,2,3,0,2,2,2,-3,1,2,3,24.119999999999997,23.06,15.35,1,0,0
0,779.0,725.0,2,0,3,-2,1,2,2,-2,0,-2,0,1,2,16.240000000000002,22.18,22.76,0,1,0
0,801.0,756.0,0,2,3,-8,1,1,3,-2,3,3,1,1,-3,13.83,23.27,28.65,0,0,1
0,838.0,907.0,3,2,0,5,2,1,2,0,1,-6,2,2,6,24.770000000000003,22.599999999999998,15.13,0,0,1
0,788.0,771.0,0,2,3,-7,3,1,1,3,2,4,0,1,-4,13.8,23.29,28.32,0,1,0
0,755.0,834.0,2,1,2,2,2,2,1,3,1,-5,1,3,5,23.880000000000003,22.11,15.739999999999998,1,0,0
0,748.0,702.0,1,2,2,-2,2,3,0,4,0,0,1,0,0,15.170000000000002,22.300000000000004,25.060000000000002,0,1,0
0,769.0,788.0,2,0,3,-1,3,2,0,6,2,0,1,2,0,16.95,21.95,21.78,0,1,0
0,839.0,698.0,2,0,3,-1,1,1,3,-5,4,6,1,0,-6,9.38,34.48,67.94999999999999,1,0,0
0,684.0,778.0,0,1,4,-6,3,1,1,2,0,-1,0,1,1,18.07,21.72,20.259999999999998,0,1,0
0,840.0,817.0,4,1,0,4,5,0,0,15,2,-1,1,2,1,15.030000000000001,22.46,25.21,0,1,0
0,784.0,763.0,2,1,2,-3,2,0,3,-1,0,-7,1,4,7,16.83,21.21,22.71,0,1,0
0,893.0,795.0,2,1,2,0,0,2,3,-7,2,2,1,2,-2,8.68,41.629999999999995,94.94999999999999,1,0,0
0,797.0,767.0,0,2,3,-7,2,1,2,-1,2,0,2,1,0,13.09,23.93,31.06,1,0,0
0,769.0,753.0,1,4,0,2,0,2,3,-4,0,-2,0,1,2,15.31,21.869999999999997,25.3,1,0,0
0,756.0,786.0,3,1,1,6,1,2,2,-3,0,-3,2,3,3,15.89,22.53,23.060000000000002,1,0,0
0,773.0,809.0,1,1,3,-3,0,3,2,-6,0,-4,1,4,4,19.68,21.9,18.550000000000004,0,0,1
0,783.0,843.0,2,2,1,2,3,2,0,3,0,-3,1,2,3,23.28,21.75,16.26,1,0,0
0,816.0,908.0,4,1,0,12,3,1,1,2,1,-5,1,3,5,24.18,22.689999999999998,15.39,0,1,0
0,792.0,813.0,3,2,0,6,2,1,2,0,0,-6,2,3,6,15.59,21.78,24.720000000000002,0,0,1
0,779.0,788.0,3,1,1,2,1,2,2,-4,1,-4,1,3,4,15.49,21.59,25.18,0,1,0
0,793.0,770.0,1,1,3,-3,1,1,3,-3,2,2,3,0,-2,17.27,22.08,21.15,0,0,1
0,800.0,835.0,0,2,3,-6,3,0,2,1,1,-4,2,2,4,23.09,22.43,15.98,0,1,0
0,836.0,730.0,2,1,2,2,1,2,2,-2,2,-2,0,3,2,11.06,26.39,46.33,0,1,0
0,806.0,826.0,1,3,1,0,1,2,2,-1,1,1,3,1,-1,18.4,21.66,20.09,1,0,0
0,748.0,753.0,0,3,2,-4,1,1,3,-3,0,-1,0,1,1,13.6,23.15,29.889999999999997,0,0,1
0,835.0,765.0,2,1,2,0,3,2,0,4,0,-6,1,4,6,13.95,22.32,29.54,0,1,0
0,770.0,802.0,2,1,2,0,3,2,0,7,1,-5,2,2,5,22.54,22.74,16.13,0,1,0
